name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,number_of_reviews,bathrooms,amenities,price,extra_people,last_review,Street,Country,Country_Code,Longitude,Latitude,availability_30,availability_60,availability_90,availability_365,review_scores_rating
Modern Cosy BD in Ramblas Balcony,Apartment,Entire home/apt,Real Bed,2,1125,moderate,8,3.0,2,2.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Hangers', 'Iron', 'Laptop friendly workspace', 'High chair', 'Microwave', 'Coffee maker', 'Dishwasher', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",120.00,20.00,2019-02-25 05:00:00,"Barcelona, Spain",Spain,ES,2.17803,41.37924,12,42,72,276,90.0
Large bedroom in Brooklyn,Apartment,Entire home/apt,Real Bed,7,1125,flexible,2,1.0,6,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials']",115.00,0.00,2015-01-12 05:00:00,"Brooklyn, NY, United States",United States,US,-73.96568,40.68331,0,0,0,0,83.0
GORGEOUS B IN LEBLON GREAT VIEWS,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1.0,4,1.0,"['Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials']",261.00,0.00,2016-08-17 04:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.216320091075,-22.984207572947607,21,51,81,356,100.0
Habitacion Doble di,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,2,2.0,"['Wifi', 'Kitchen', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace']",30.00,0.00,2019-02-25 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.17463,41.39844,29,59,89,364,60.0
Luxury Studio Central steps from Escalator,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,0.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace']",950.00,50.00,2019-03-03 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15195,22.28232,13,15,15,15,100.0
Plantation Home,House,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",250.00,100.00,2019-02-27 05:00:00,"Paia, HI, United States",United States,US,-156.37692,20.91405,18,18,18,18,100.0
Room in Ipanema at m beach,Apartment,Private room,Real Bed,3,30,strict_14_with_grace_period,2,1.0,10,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Pets live on this property', 'Dog(s)', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Bed linens', 'Extra pillows and blankets']",149.00,75.00,2018-02-13 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.19839655849066,-22.98211845185002,20,50,80,355,96.0
MAXpplCozy aptQuietConvenient Safe,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,0.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Suitable for events', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Hot water']",777.00,150.00,2019-02-24 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17482,22.30164,0,0,0,198,100.0
FemaleOnly Laundry Coffee Pool Safe FunRelax,House,Shared room,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Free street parking', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Children’s books and toys', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head']",43.00,25.00,2019-02-16 05:00:00,"Honolulu, HI, United States",United States,US,-157.66969,21.29825,30,60,90,365,20.0
Plateau MontRoyal CondoLoft Well situated,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,3,1.0,"['Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony']",31.00,0.00,2019-03-06 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.58574,45.528,1,1,1,1,87.0
Private Master Room Close To Beach,Apartment,Private room,Real Bed,1,28,strict_14_with_grace_period,2,1.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Lockbox', 'Private living room', 'High chair', 'Children’s books and toys', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Cleaning before checkout']",80.00,50.00,2019-02-22 05:00:00,"Bondi Beach, NSW, Australia",Australia,AU,151.26621,-33.88746,28,58,88,179,100.0
THE MOST CENTRAL LOCATION OF THE City PL,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,2,2.0,"['TV', 'Wifi', 'Kitchen', 'Indoor fireplace', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",65.00,0.00,2019-02-23 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.165,41.38294,5,13,13,13,70.0
"Silent Sushe Sushe Vientiane City Luohu Port, the three subway ports of the Guangdong -Hong Kong Food Merchants Brigade Preferring One Room One Liner Apartment",Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock']",440.00,0.00,2019-02-16 05:00:00,"Shenzhen, Guangdong, China",China,CN,114.11222,22.53885,29,56,86,86,20.0
cozy room in Taksim Istanbul,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,1,1.0,248,1.0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Host greets you']",148.00,0.00,2019-02-03 05:00:00,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.9862,41.03397,17,42,58,86,94.0
MIR room rental,Guesthouse,Private room,Real Bed,32,180,strict_14_with_grace_period,1,1.0,10,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi']",16.00,0.00,2017-09-02 04:00:00,"Barcelona, Catalonia, Spain",Spain,ES,2.20658,41.4221,30,60,90,365,72.0
Oceanview condo w a shared pool hot tub tennis nearby beach access,Condominium,Entire home/apt,Real Bed,1,180,strict_14_with_grace_period,6,2.0,1,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Hot tub', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony']",167.00,0.00,2019-02-20 05:00:00,"Kailua-Kona, HI, United States",United States,US,-155.96931,19.5937,0,21,51,237,100.0
Luxury living in a newly build House,Bungalow,Private room,Real Bed,1,31,flexible,4,2.0,2,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private living room']",100.00,0.00,2019-02-23 05:00:00,"Denham Court, NSW, Australia",Australia,AU,150.81572,-33.98607,30,54,84,85,100.0
Big apartment by Barcelonas main train station,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,7,4.0,1,3.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",120.00,25.00,2019-03-01 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.1438,41.37945,23,43,68,158,100.0
Hongyu five -star hotel -style apartment seascape room luxury decoration Haiyunxuan Bay Xuan Science and Technology Grand Alba Hotel Bianwei Port Night Smirki Hangcheng Temple Street West Kowloon West Kowloon,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,4,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water']",1751.00,0.00,2019-03-10 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.18397,22.30222,12,22,49,324,95.0
Walking in minutes Pass the Guan Guan Hong Kong Luohu Port Mi Two -bedroom and one -bedroom downstairs double subway entrance,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,2.0,3,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Ethernet connection', 'Pocket wifi', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Handheld shower head', 'Paid parking on premises']",416.00,0.00,2019-02-24 05:00:00,"Shenzhen Shi, Guangdong Sheng, China",China,CN,114.11738,22.5339,19,48,76,351,100.0
Quality in the town of the city,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Heating', 'Washer', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water']",400.00,0.00,2019-02-28 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.16177,41.39261,27,57,87,362,100.0
SingleRoom in Beautiful Flat Center,Apartment,Private room,Real Bed,2,5,strict_14_with_grace_period,1,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hot water']",24.00,0.00,2019-02-24 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.17153,41.37676,17,47,77,77,100.0
Triple Bedroom with City View,Hotel,Private room,Real Bed,1,1125,flexible,3,1.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",298.00,0.00,2019-03-03 05:00:00,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17083,22.30637,22,42,71,343,100.0
Double room with private bathroom in center city,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1,1.0,"['Wifi', 'Kitchen', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hot water']",57.00,0.00,2019-02-25 05:00:00,"Barcelona, CT, Spain",Spain,ES,2.16741,41.37992,14,14,14,141,20.0
Bdr Cozy condoFiveStar Homeconvenientin DT,Apartment,Entire home/apt,Real Bed,1,1086,strict_14_with_grace_period,2,1.0,1,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",50.00,0.00,2019-03-07 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.55243,45.52154,11,27,50,255,100.0
Big Private bedrooms bathroom Near Subway,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,13,4.0,30,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Other']",300.00,25.00,2018-11-16 05:00:00,"Brooklyn, NY, United States",United States,US,-73.93122,40.67658,22,40,58,321,94.0
POIPU TURTLE SUITE STEPS TO THE BEACH W AC,Townhouse,Entire home/apt,Real Bed,1,1125,super_strict_60,7,3.0,42,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",536.00,0.00,2019-02-02 05:00:00,"Koloa, HI, United States",United States,US,-159.45168,21.87386,8,23,41,202,97.0
Quiet house with parking near downtown Montreal,House,Entire home/apt,Real Bed,1,30,flexible,6,2.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'Children’s books and toys', 'Babysitter recommendations', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Other']",110.00,15.00,2019-03-04 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.60753,45.47747,19,41,63,258,100.0
LUMINOUS HOUSE MONTREAL WESTMOUNT,House,Entire home/apt,Real Bed,2,1125,super_strict_30,6,3.0,1,2.5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys']",150.00,0.00,2019-03-10 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.61182,45.47733,19,32,61,336,100.0
Floor Luxury Townhouse Downtown WFree Parking,Townhouse,Entire home/apt,Real Bed,1,1125,moderate,10,3.0,1,3.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Children’s dinnerware', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Accessible-height bed', 'Wide entryway']",299.00,0.00,2019-03-08 05:00:00,"Montréal, Québec, Canada",Canada,CA,-73.57932,45.49013,7,33,60,150,100.0
Cosy one bed studio apartment,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,1.0,1,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",502.00,0.00,2015-10-19 04:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18394,22.26972,0,0,0,0,100.0
Light filled Williamsburg Apartment,Apartment,Entire home/apt,Real Bed,3,29,strict_14_with_grace_period,2,1.0,7,1.0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",160.00,25.00,2018-06-23 04:00:00,"Brooklyn, NY, United States",United States,US,-73.93938,40.71596,12,29,42,317,100.0
Palin Suites,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2.0,13,2.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Shampoo', 'Refrigerator', 'Dishes and silverware', 'Cooking basics']",886.00,0.00,2018-02-22 05:00:00,"Istanbul, Istanbul Province, Turkey",Turkey,TR,28.97804,41.02616,28,58,88,363,97.0
Oceanside in Poipu on South Shore,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2,1.0,24,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",175.00,0.00,2018-06-15 04:00:00,"Koloa, HI, United States",United States,US,-159.47392,21.88166,0,0,1,89,96.0
GREAT VIEW Santa Teresa GUESTHOUSE Casa,House,Private room,Real Bed,1,30,moderate,16,1.0,65,5.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Hot tub', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Essentials']",168.00,42.00,2019-01-20 05:00:00,"Santa Teresa, Rio de Janeiro, Brazil",Brazil,BR,-43.19478262863695,-22.92854412444802,8,38,68,343,95.0
